name,Tmax_gr,Tmax_err_gr,Tmax_grJH,Tmax_err_grJH,Tmax_Allminusu,Tmax_err_Allminusu,Tmax_AllBands,Tmax_err_AllBands,st_gr,st_err_gr,st_grJH,st_err_grJH,st_Allminusu,st_err_Allminusu,st_AllBands,st_err_AllBands,gmax_gr,gmax_err_gr,gmax_grJH,gmax_err_grJH,gmax_Allminusu,gmax_err_Allminusu,gmax_AllBands,gmax_err_AllBands,rmax_gr,rmax_err_gr,rmax_grJH,rmax_err_grJH,rmax_Allminusu,rmax_err_Allminusu,rmax_AllBands,rmax_err_AllBands,Hmax_gp,Hmax_err_gp,Hmax_grJH,Hmax_err_grJH,Hmax_Allminusu,Hmax_err_Allminusu,Hmax_AllBands,Hmax_err_AllBands,Jmax_gp,Jmax_err_gp,Jmax_grJH,Jmax_err_grJH,Jmax_Allminusu,Jmax_err_Allminusu,Jmax_AllBands,Jmax_err_AllBands
SNhunt281,57112.55099553961,0.0741706735913067,57112.57507616754,0.06656522533188391,57112.718635685706,0.03989354440389169,57112.685985988894,0.038438393150076695,0.7006873680246524,0.007796369804999439,0.6975986627784002,0.007067875714468625,0.6851767278872057,0.004283775243987802,0.68123288759973,0.004339253764807801,13.623478761129794,0.006496323181288326,13.622350324113832,0.00595295426587001,13.617487473077231,0.004891978765542811,13.61533699251125,0.004976825860140006,13.677037259658395,0.006125659343069721,13.676396731955823,0.0056493432391089135,13.675542787952338,0.0049581699304091535,13.674348880510157,0.0050659882013735415,14.056527279842332,0.07553704676522771,14.04291539778553,0.03592033719128542,14.057721056658734,0.03191394505674596,14.05783837167169,0.032645668557861364,13.948019601455972,0.013118502116596745,13.856105709999047,0.023804010569999007,13.868529412152633,0.02018361902098131,13.86806711446991,0.02051824405365782
SN2005hc,53667.1086361655,0.05332049566810023,53667.108727067,0.0515671748188985,53667.10807076557,0.06103264348904925,53667.15607029143,0.058146153805955385,1.1288472679750463,0.00911913351461553,1.129505836916836,0.008540354801884592,1.1925745198616615,0.005730054621153824,1.1927435775174935,0.005595111202550874,17.27404551627716,0.002555992150634297,17.272034365166842,0.002501924850795279,17.262663106819023,0.00388021952242796,17.262353656511493,0.0038529008069864935,17.395258864521917,0.0035870534705659267,17.39901645634421,0.003462715405109542,17.4185242310434,0.004269621463220437,17.41834958053199,0.004236711148891825,17.280214209420773,0.4535534538992147,18.002950920372385,0.05698692127742161,18.041540469725575,0.07914073311283175,18.040898241471883,0.07862726019683497,17.610534720920093,1.1242370528496086,17.961569123934066,0.020349785437813895,17.924552410247983,0.029189967049618636,17.92670324110885,0.028970943281249148
SN2005kc,53697.818793538805,0.08750003890607203,53697.82873644327,0.0598772360145545,53697.81614981617,0.0415355550270747,53697.76365666416,0.041798689217091095,0.9012939361739905,0.01241232827715822,0.9058621653752853,0.008608824353887212,0.8997483863541489,0.0055750083254525835,0.8993845319445712,0.0057034912303225785,15.469079443879325,0.009867717963237032,15.470871064482216,0.0070713731549791456,15.463360851906703,0.0067636345009976645,15.46386806937695,0.006998579738811014,15.294734367255359,0.009251336575504593,15.292051014482395,0.006718220338572954,15.293324916191764,0.006877980527686508,15.294573456790234,0.007122990815095434,15.049799668335307,0.7845295314426374,15.594391386274916,0.02294857698930337,15.594276276484438,0.02392614022943776,15.594567794711558,0.02481432455869162,15.484687149605897,0.013136999393756354,15.40589136975205,0.017618450210740294,15.397661093058616,0.01825382945906679,15.397750904604216,0.018920939262600592
SN2006kf,54041.197822207745,0.0691509104061878,54041.18985237761,0.05062379044578044,54041.318929154935,0.03794501269548896,54041.31702304552,0.03745396916222588,0.7457573802256686,0.007828960955009444,0.742925307598816,0.005650468894430702,0.7341656799437191,0.0039011574996219802,0.7331717544622275,0.003906755186636144,15.90852788820693,0.007178229311784766,15.907652954680096,0.005427757453339257,15.897935158995859,0.005471013783637152,15.89684297722367,0.005489443385598812,15.993242510539172,0.0062636641608882285,15.98883891861774,0.00482225015874374,15.988075635985588,0.005230231806715369,15.988274364874862,0.005257597070096204,15.828145910073786,0.37671727381115394,16.38874697394332,0.029181987665660533,16.403760278444352,0.03168561341670115,16.404370699414343,0.031822513858115076,16.39469506272371,0.01187506480019899,16.259040565885616,0.012020920004288194,16.255947143330026,0.012923393826408145,16.255943757856066,0.012970378398440173
SN2005ki,53705.194386883864,0.05044510922709977,53705.2334097966,0.04502201920692351,53705.347274075546,0.03382506581550319,53705.34213565307,0.032138540366987614,0.8329832328488065,0.0044596189351007905,0.8294216262802404,0.004108739691017507,0.825666379641106,0.0028019904575134133,0.8255827108067975,0.0027226249923701187,15.532277801700381,0.004158801808143528,15.530701446731019,0.003937788253059073,15.528432567970636,0.003969124826830252,15.529494716464201,0.003877502955130067,15.682119053719013,0.0037425712845160805,15.683227447703135,0.003545648433637251,15.684025307587088,0.0038386062162572487,15.685258565357769,0.003754369508697802,16.230562355402988,0.027766601178815478,16.269198225822485,0.01928138727575446,16.28241823173655,0.021277907641501875,16.282597558952702,0.020820745225667115,16.07279675748326,0.013227529653949176,16.125386550103155,0.013374285047883534,16.11242251021085,0.014753711864758788,16.112066053904876,0.014440264301505483
SN2004eo,53278.74273856338,0.07280765008144516,53278.75046683257,0.06266902140713121,53278.5940212587,0.04214525593762197,53278.55783071287,0.039318775436956756,0.8172569145062792,0.008551696977231026,0.8181077436909429,0.007566412603591748,0.8228912761081706,0.004710119920245488,0.8195938295367285,0.004528723014428944,15.035559778774822,0.009985660141873716,15.035535746505717,0.009009646572335151,15.038886585766614,0.008237169641629561,15.034333795847507,0.008040230151372112,15.029248609205283,0.007994604098359163,15.02852142436835,0.00726765150204191,15.027519996861452,0.007415885345715454,15.025940296262458,0.007235121260400508,15.701414240917343,0.021888772918435426,15.612719664325102,0.037442093207727574,15.627847097080586,0.03847251831289827,15.627940779311059,0.03775845760192479,15.508782417778502,0.01083417443833113,15.42187649466339,0.02751765020246516,15.418826641029112,0.028334569619070615,15.418528396057475,0.02781708901591064
PTF14w,56669.889044804004,0.03654930636554972,56669.89089960183,0.03434919063490312,56669.9951626536,0.025222359680703632,56669.9471284258,0.025011955150542643,0.7382169701548023,0.004111421587096332,0.7375134541427433,0.0038411128735477778,0.7312611986195299,0.002778167949857842,0.7307505522893729,0.00284945163614513,16.04439707677416,0.0038221021662790955,16.043427670362746,0.0035932434342379133,16.03122971909851,0.0036162269197264774,16.030192224388067,0.0037551069160020136,16.064907152968406,0.003520879919660291,16.064048854142747,0.0033191060167298207,16.067176505183227,0.0036015776527897813,16.067812548659212,0.0037481311449015257,15.304039285789585,0.5033646702501717,16.436693684432615,0.031194297550562595,16.45761690926613,0.03409518046621156,16.45665536431326,0.03555047193072083,16.348027033095757,1.2485111357012937,16.373545886154528,0.020418041458320806,16.373821055012787,0.021788006192557077,16.36985694575889,0.02272553382966789
SN2006bh,53833.238340222684,0.05564808143221199,53833.25569204382,0.04987356327888978,53833.465964805386,0.03034945844764126,53833.45719395757,0.029030962814715185,0.8126829293746057,0.0050987499564499415,0.8077938627772032,0.004308299576624966,0.8019230543087381,0.002719578928046973,0.8016349374791063,0.00264397819226502,14.314726219717992,0.004531955804813473,14.311741765716521,0.0040894652609111985,14.309421232714158,0.003926696776709354,14.309092196730097,0.003844529980491449,14.427130579863606,0.0038640358700781884,14.426850615853802,0.0035535414233879518,14.426912278751285,0.00364749754343285,14.42697640504892,0.003574771662451446,15.010283620402708,0.011134437405743254,14.950199018063131,0.014093982115016768,14.956249406815934,0.014658680659441889,14.956166036611899,0.014382864738747928,14.805031720392485,0.015092139683795183,14.810391930257143,0.015409035535621025,14.804696946913435,0.015958042671509572,14.80448555273695,0.015644654460036038
SN2011jh,55930.96667163453,0.032459249619922366,55930.965088776975,0.031241933382825077,55931.015557774605,0.023337239527176406,55931.06120955285,0.023041306612480668,0.807772637570469,0.004199413373370898,0.8079609488741173,0.004046408971991898,0.799291611425608,0.0028388006198588568,0.7983119726210295,0.00291110498221135,14.918861842582114,0.005166769718132224,14.919071078714012,0.004982983652286512,14.909901093352977,0.004854314451118989,14.908363858179024,0.005002069799944046,14.565031285502481,0.004189724566542752,14.562875614087034,0.0040412346905236915,14.56112217570579,0.004240313297977644,14.560511317797834,0.0043750195579876534,13.970622396480046,0.07455686903102751,14.474572745110342,0.023187749366595352,14.476312399542156,0.02607256541750231,14.477029846027769,0.026888774620057926,13.727196147385408,0.05106156909665042,14.379520580963646,0.019677178491199876,14.378305590717597,0.021732728637746664,14.380962849442655,0.022379223138007238
ASAS15bm,57054.30121846209,0.07042247678482061,57054.29218096631,0.06889289737504657,57054.25200714279,0.04758697709683552,57054.23477058704,0.04402523854417775,1.0052865500579802,0.010191114182280027,1.0064210708342705,0.010038928161434289,0.9988775093367926,0.0066844372416988455,0.9988273042656266,0.006431059506852091,15.715245066030446,0.006768463532147165,15.714533961731796,0.006688062226211478,15.699385804160393,0.006581176014784653,15.698716650525038,0.0065176805733422995,15.648821939758117,0.007929182788616042,15.647537697258315,0.007833742474715829,15.654963487200568,0.007379147246863106,15.655361970258538,0.007293323093786893,16.018276767298914,0.03772483835220519,16.324522546085436,0.022016172576003613,16.35153607296773,0.023343105787532896,16.351287559249464,0.023204235814512215,16.06918238875968,0.03101852887926208,16.08693426843843,0.018498951506486394,16.053316882366875,0.019405746172562965,16.052426944928126,0.019283412000742434
